strain,time (s)
-6.030823419350215e-20,-11.84405135875
-5.983128207397368e-20,-11.8435630775
-5.929763817982808e-20,-11.84307479625
-5.870780431432804e-20,-11.842586515
-5.806233555770278e-20,-11.84209823375
-5.73618397480253e-20,-11.8416099525
-5.660697691202878e-20,-11.84112167125
-5.579845864635216e-20,-11.84063339
-5.493704744955593e-20,-11.84014510875
-5.402355600631767e-20,-11.8396568275
-5.30588464239767e-20,-11.83916854625
-5.2043829421930227e-20,-11.838680265
-5.097946347483843e-20,-11.83819198375
-4.986675391044482e-20,-11.8377037025
-4.8706751962857365e-20,-11.83721542125
-4.75005537821799e-20,-11.83672714
-4.624929940142377e-20,-11.83623885875
-4.495417166167086e-20,-11.8357505775
-4.36163950964985e-20,-11.83526229625
-4.223723477671667e-20,-11.834774015
-4.081799511650378e-20,-11.83428573375
-3.936001864206682e-20,-11.8337974525
-3.786468472398408e-20,-11.83330917125
-3.633340827442734e-20,-11.83282089
-3.47676384104895e-20,-11.83233260875
-3.3168857084880784e-20,-11.8318443275
-3.1538577685282824e-20,-11.83135604625
-2.987834360368486e-20,-11.830867765
-2.8189726777051364e-20,-11.83037948375
-2.6474326200698625e-20,-11.8298912025
-2.4733766415787078e-20,-11.82940292125
-2.2969695972354956e-20,-11.82891464
-2.1183785869349348e-20,-11.82842635875
-1.9377727973126574e-20,-11.8279380775
-1.755323341591949e-20,-11.82744979625
-1.5712030975784907e-20,-11.826961515
-1.3855865439565226e-20,-11.82647323375
-1.198649595041201e-20,-11.8259849525
-1.0105694341437042e-20,-11.82549667125
-8.215243457067131e-21,-11.82500839
-6.3169354636932975e-21,-11.82452010875
-4.412570151213992e-21,-11.8240318275
-2.5039532270814206e-21,-11.82354354625
-5.928946044675528e-22,-11.823055265
1.3187933138272253e-21,-11.82256698375
3.229297354096897e-21,-11.8220787025
5.1368052914532965e-21,-11.82159042125
7.03950756892004e-21,-11.82110214
8.935599014265333e-21,-11.82061385875
1.082328055294552e-20,-11.8201255775
1.2700760915533388e-20,-11.81963729625
1.456625833800946e-20,-11.819149015
1.6418002253303774e-20,-11.81866073375
1.8254234972480363e-20,-11.8181724525
2.0073213353967147e-20,-11.81768417125
2.187321045924735e-20,-11.81719589
2.3652517193436104e-20,-11.81670760875
2.5409443929185437e-20,-11.8162193275
2.7142322112371725e-20,-11.81573104625
2.884950584803961e-20,-11.815242765
3.0529373465094e-20,-11.81475448375
3.2180329058249446e-20,-11.8142662025
3.3800804005772416e-20,-11.81377792125
3.5389258461568776e-20,-11.81328964
3.694418282019728e-20,-11.81280135875
3.84640991534126e-20,-11.8123130775
3.9947562616870654e-20,-11.81182479625
4.139316282565302e-20,-11.811336515
4.279952519730162e-20,-11.81084823375
4.416531226108125e-20,-11.8103599525
4.5489224932220975e-20,-11.80987167125
4.6770003749919205e-20,-11.80938339
4.800643007792874e-20,-11.80889510875
4.9197327266577455e-20,-11.8084068275
5.0341561775111236e-20,-11.80791854625
5.143804425328953e-20,-11.807430265
5.248573058119613e-20,-11.80694198375
5.348362286627176e-20,-11.8064537025
5.443077039661348e-20,-11.80596542125
5.532627054962755e-20,-11.80547714
5.6169269655164e-20,-11.80498885875
5.695896381230618e-20,-11.8045005775
5.769459965902925e-20,-11.80401229625
5.837547509398948e-20,-11.803524015
5.900093994974878e-20,-11.80303573375
5.957039661678695e-20,-11.8025474525
6.008330061769863e-20,-11.80205917125
6.053916113102183e-20,-11.80157089
6.093754146418945e-20,-11.80108260875
6.127805947514645e-20,-11.8005943275
6.156038794222136e-20,-11.80010604625
6.178425488189209e-20,-11.799617765
6.19494438141338e-20,-11.79912948375
6.205579397508719e-20,-11.7986412025
6.210320047683511e-20,-11.79815292125
6.209161441412612e-20,-11.79766464
6.20210429179331e-20,-11.79717635875
6.189154915578658e-20,-11.7966880775
6.17032522788721e-20,-11.79619979625
6.145632731593207e-20,-11.795711515
6.115100501406268e-20,-11.79522323375
6.078757162654741e-20,-11.7947349525
6.03663686479186e-20,-11.79424667125
5.988779249648895e-20,-11.79375839
5.93522941446446e-20,-11.79327010875
5.876037869724155e-20,-11.7927818275
5.811260491849596e-20,-11.79229354625
5.740958470780847e-20,-11.791805265
5.665198252501073e-20,-11.79131698375
5.584051476557168e-20,-11.7908287025
5.497594908634644e-20,-11.79034042125
5.4059103682501186e-20,-11.78985214
5.3090846516290334e-20,-11.78936385875
5.2072094498410845e-20,-11.7888755775
5.1003812622703537e-20,-11.78838729625
4.9887013055012844e-20,-11.787899015
4.872275417706544e-20,-11.78741073375
4.7512139586265196e-20,-11.7869224525
4.62563170523498e-20,-11.78643417125
4.495647743189022e-20,-11.78594589
4.3613853541658435e-20,-11.78545760875
4.222971899192686e-20,-11.7849693275
4.0805386980800166e-20,-11.78448104625
3.9342209050719323e-20,-11.783992765
3.784157380831305e-20,-11.78350448375
3.6304905608805177e-20,-11.7830162025
3.4733663206226056e-20,-11.78252792125
3.312933837069992e-20,-11.78203964
3.149345447412119e-20,-11.78155135875
2.982756504555658e-20,-11.7810630775
2.8133252297741084e-20,-11.78057479625
2.6412125626063986e-20,-11.780086515
2.4665820081468123e-20,-11.77959823375
2.2895994818707388e-20,-11.7791099525
2.1104331521436588e-20,-11.77862167125
1.9292532805625197e-20,-11.77813339
1.7462320602809284e-20,-11.77764510875
1.561543452471799e-20,-11.7771568275
1.3753630210823423e-20,-11.77666854625
1.1878677660385139e-20,-11.776180265
9.992359550570951e-21,-11.77569198375
8.096469542253549e-21,-11.7752037025
6.192810575089494e-21,-11.77471542125
4.283193153503557e-21,-11.77422714
2.3694336252051116e-21,-11.77373885875
4.533524538734834e-22,-11.7732505775
-1.4632275123446674e-21,-11.77276229625
-3.3784827748798307e-21,-11.772274015
-5.2905909196773524e-21,-11.77178573375
-7.197732351375643e-21,-11.7712974525
-9.098092025077461e-21,-11.77080917125
-1.09898611740633e-20,-11.77032089
-1.2871239031803362e-20,-11.76983260875
-1.4740434546628103e-20,-11.7693443275
-1.659566808742516e-20,-11.76885604625
-1.8435173138734626e-20,-11.768367765
-2.0257197983631628e-20,-11.76787948375
-2.206000737278938e-20,-11.7673912025
-2.3841884178131703e-20,-11.76690292125
-2.560113102949976e-20,-11.76641464
-2.733607193277092e-20,-11.76592635875
-2.9045053867885023e-20,-11.7654380775
-3.0726448365255626e-20,-11.76494979625
-3.23786530590598e-20,-11.764461515
-3.400009321592227e-20,-11.76397323375
-3.55892232375386e-20,-11.7634849525
-3.714452813579573e-20,-11.76299667125
-3.866452497898593e-20,-11.76250839
-4.014776430772789e-20,-11.76202010875
-4.1592831519243775e-20,-11.7615318275
-4.2998348218666443e-20,-11.76104354625
-4.4362973536086746e-20,-11.760555265
-4.568540540811618e-20,-11.76006698375
-4.6964381822698087e-20,-11.7595787025
-4.819868202592183e-20,-11.75909042125
-4.938712768975531e-20,-11.75860214
-5.0528584039559384e-20,-11.75811385875
-5.162196094030426e-20,-11.7576255775
-5.2666213940443965e-20,-11.75713729625
-5.3660345272447434e-20,-11.756649015
-5.460340480902535e-20,-11.75616073375
-5.549449097413271e-20,-11.7556724525
-5.633275160787206e-20,-11.75518417125
-5.711738478446376e-20,-11.75469589
-5.784763958249636e-20,-11.75420760875
-5.852281680671335e-20,-11.7537193275
-5.914226966064056e-20,-11.75323104625
-5.970540436940317e-20,-11.752742765
-6.021168075213064e-20,-11.75225448375
-6.066061274339392e-20,-11.7517662025
-6.105176886316899e-20,-11.75127792125
-6.138477263486906e-20,-11.75078964
-6.165930295103772e-20,-11.75030135875
-6.187509438634407e-20,-11.7498130775
-6.203193745757233e-20,-11.74932479625
-6.212967883034784e-20,-11.748836515
-6.216822147239257e-20,-11.74834823375
-6.214752475315377e-20,-11.7478599525
-6.206760448970117e-20,-11.74737167125
-6.192853293883831e-20,-11.74688339
-6.173043873542584e-20,-11.74639510875
-6.147350677696504e-20,-11.7459068275
-6.115797805454176e-20,-11.74541854625
-6.078414943028154e-20,-11.744930265
-6.035237336151806e-20,-11.74444198375
-5.98630575719277e-20,-11.7439537025
-5.93166646699336e-20,-11.74346542125
-5.871371171473349e-20,-11.74297714
-5.805476973035423e-20,-11.74248885875
-5.734046316818728e-20,-11.7420005775
-5.657146931850721e-20,-11.74151229625
-5.574851767152509e-20,-11.741024015
-5.4872389228576e-20,-11.74053573375
-5.394391576408815e-20,-11.7400474525
-5.296397903902752e-20,-11.73955917125
-5.1933509966559905e-20,-11.73907089
-5.085348773071557e-20,-11.73858260875
-4.972493885888882e-20,-11.7380943275
-4.8548936249047226e-20,-11.73760604625
-4.732659815257183e-20,-11.737117765
-4.6059087113686476e-20,-11.73662948375
-4.4747608866482403e-20,-11.7361412025
-4.3393411190580763e-20,-11.73565292125
-4.199778272651561e-20,-11.73516464
-4.056205175196248e-20,-11.73467635875
-3.9087584919968555e-20,-11.7341880775
-3.757578596038339e-20,-11.73369979625
-3.602809434572035e-20,-11.733211515
-3.4445983922716615e-20,-11.73272323375
-3.283096151088677e-20,-11.7322349525
-3.118456546940537e-20,-11.73174667125
-2.950836423367414e-20,-11.73125839
-2.7803954822970753e-20,-11.73077010875
-2.6072961320590016e-20,-11.7302818275
-2.4317033327928182e-20,-11.72979354625
-2.253784439397693e-20,-11.729305265
-2.073709042172213e-20,-11.72881698375
-1.8916488052963167e-20,-11.7283287025
-1.707777303308912e-20,-11.72784042125
-1.522269855736946e-20,-11.72735214
-1.3353033600332728e-20,-11.72686385875
-1.1470561229825155e-20,-11.7263755775
-9.577076907353037e-21,-11.72588729625
-7.674386776330805e-21,-11.725399015
-5.764305939863805e-21,-11.72491073375
-3.848656729709547e-21,-11.7244224525
-1.9292669680651864e-21,-11.72393417125
-7.968223840864985e-24,-11.72344589
1.9134059349196368e-21,-11.72295760875
3.833021690800545e-21,-11.7224693275
5.74904672729299e-21,-11.72198104625
7.659651977916989e-21,-11.721492765
9.563013372518367e-21,-11.72100448375
1.1457313579072178e-20,-11.7205162025
1.334074373932985e-20,-11.72002792125
1.521150519665223e-20,-11.71953964
1.7067811214377094e-20,-11.71905135875
1.890788868307793e-20,-11.7185630775
2.0729979815084396e-20,-11.71807479625
2.2532343824641717e-20,-11.717586515
2.4313258592104805e-20,-11.71709823375
2.607102231057112e-20,-11.7166099525
2.780395511338167e-20,-11.71612167125
2.9510400680929055e-20,-11.71563339
3.118872782523476e-20,-11.71514510875
3.2837332050781005e-20,-11.7146568275
3.445463709009705e-20,-11.71416854625
3.6039096412634864e-20,-11.713680265
3.7589194705483473e-20,-11.71319198375
3.910344932450492e-20,-11.7127037025
4.0580411714499046e-20,-11.71221542125
4.201866879703585e-20,-11.71172714
4.341684432462341e-20,-11.71123885875
4.4773600199912264e-20,-11.7107505775
4.608763775866691e-20,-11.71026229625
4.735769901527602e-20,-11.709774015
4.858256786960208e-20,-11.70928573375
4.976107127401052e-20,-11.7087974525
5.089208035945603e-20,-11.70830917125
5.1974511519543526e-20,-11.70782089
5.3007327451518705e-20,-11.70733260875
5.398953815318709e-20,-11.7068443275
5.492020187479861e-20,-11.70635604625
5.579842602498246e-20,-11.705867765
5.662336802985546e-20,-11.70537948375
5.739423614447563e-20,-11.7048912025
5.811029021585682e-20,-11.70440292125
5.877084239680453e-20,-11.70391464
5.937525780988304e-20,-11.70342635875
5.992295516086984e-20,-11.7029380775
6.041340730110029e-20,-11.70244979625
6.084614173815693e-20,-11.701961515
6.122074109440449e-20,-11.70147323375
6.153684351292344e-20,-11.7009849525
6.179414301044336e-20,-11.70049667125
6.199238977692901e-20,-11.70000839
6.213139042152298e-20,-11.69952010875
6.221100816459938e-20,-11.6990318275
6.223116297573483e-20,-11.69854354625
6.219183165745461e-20,-11.698055265
6.209304787466386e-20,-11.69756698375
6.19349021297251e-20,-11.6970787025
6.171754168319586e-20,-11.69659042125
6.144117042029189e-20,-11.69610214
6.110604866319313e-20,-11.69561385875
6.071249292936195e-20,-11.6951255775
6.026087563609428e-20,-11.69463729625
5.975162475157594e-20,-11.694149015
5.918522339276805e-20,-11.69366073375
5.856220937049543e-20,-11.6931724525
5.788317468216347e-20,-11.69268417125
5.714876495257793e-20,-11.69219589
5.635967882339389e-20,-11.69170760875
5.551666729176653e-20,-11.6912193275
5.46205329988277e-20,-11.69073104625
5.3672129468658094e-20,-11.690242765
5.2672360298475276e-20,-11.68975448375
5.162217830080146e-20,-11.6892662025
5.0522584598422146e-20,-11.68877792125
4.9374627672993233e-20,-11.68828964
4.81794023681988e-20,-11.68780135875
4.693804884840176e-20,-11.6873130775
4.565175151377696e-20,-11.68682479625
4.432173787295625e-20,-11.686336515
4.294927737425625e-20,-11.68584823375
4.153568019659677e-20,-11.6853599525
4.0082296001262244e-20,-11.68487167125
3.8590512645690715e-20,-11.68438339
3.706175486051425e-20,-11.68389510875
3.549748289111106e-20,-11.6834068275
3.38991911049596e-20,-11.68291854625
3.2268406566123374e-20,-11.682430265
3.060668757822158e-20,-11.68194198375
2.8915622197278947e-20,-11.6814537025
2.7196826715864e-20,-11.68096542125
2.545194411996948e-20,-11.68047714
2.3682642520100108e-20,-11.67998885875
2.189061355806832e-20,-11.6795005775
2.0077570791015644e-20,-11.67901229625
1.824524805420424e-20,-11.678524015
1.6395397804137873e-20,-11.67803573375
1.4529789443576654e-20,-11.6775474525
1.2650207629851011e-20,-11.67705917125
1.0758450568618377e-20,-11.67657089
8.856328294450403e-21,-11.67608260875
6.945660939684837e-21,-11.6755943275
5.028276993331489e-21,-11.67510604625
3.106011551705122e-21,-11.674617765
1.1807045624538492e-21,-11.67412948375
-7.458009363362364e-22,-11.6736412025
-2.6716605802728246e-21,-11.67315292125
-4.5950304443395564e-21,-11.67266464
-6.514068808438556e-21,-11.67217635875
-8.426937921101483e-21,-11.6716880775
-1.0331805759679316e-20,-11.67119979625
-1.2226847785326984e-20,-11.670711515
-1.4110248691100802e-20,-11.67022323375
-1.598020414149088e-20,-11.6697349525
-1.7834922501724528e-20,-11.66924667125
-1.9672626555180788e-20,-11.66875839
-2.1491555207268647e-20,-11.66827010875
-2.3289965174136842e-20,-11.6677818275
-2.5066132654591376e-20,-11.66729354625
-2.681835498361977e-20,-11.666805265
-2.8544952265932917e-20,-11.66631698375
-3.0244268987956825e-20,-11.6658287025
-3.191467560672436e-20,-11.66534042125
-3.35545701141441e-20,-11.66485214
-3.516237957513949e-20,-11.66436385875
-3.673656163818144e-20,-11.6638755775
-3.8275606016764073e-20,-11.66338729625
-3.977803594039366e-20,-11.662899015
-4.124240957370082e-20,-11.66241073375
-4.266732140230588e-20,-11.6619224525
-4.405140358410572e-20,-11.66143417125
-4.5393327264679496e-20,-11.66094589
-4.6691803855547034e-20,-11.66045760875
-4.794558627404754e-20,-11.6599693275
-4.9153470143642935e-20,-11.65948104625
-5.0314294953489004e-20,-11.658992765
-5.142694517615444e-20,-11.65850448375
-5.249035134240965e-20,-11.6580162025
-5.3503491072046514e-20,-11.65752792125
-5.446539005973292e-20,-11.65703964
-5.537512301494914e-20,-11.65655135875
-5.623181455509576e-20,-11.6560630775
-5.703464005090901e-20,-11.65557479625
-5.778282642336373e-20,-11.655086515
-5.847565289129088e-20,-11.65459823375
-5.911245166898335e-20,-11.6541099525
-5.969260861311306e-20,-11.65362167125
-6.02155638183282e-20,-11.65313339
-6.068081216095004e-20,-11.65264510875
-6.108790379023965e-20,-11.6521568275
-6.143644456675173e-20,-11.65166854625
-6.172609644734665e-20,-11.651180265
-6.195657781648043e-20,-11.65069198375
-6.212766376344563e-20,-11.6502037025
-6.223918630528676e-20,-11.64971542125
-6.22910345551658e-20,-11.64922714
-6.22831548360066e-20,-11.64873885875
-6.221555073929848e-20,-11.6482505775
-6.208828312899223e-20,-11.64776229625
-6.190147009047442e-20,-11.647274015
-6.16552868246586e-20,-11.64678573375
-6.134996548728433e-20,-11.6462974525
-6.098579497356786e-20,-11.64580917125
-6.056312064840048e-20,-11.64532089
-6.008234402234355e-20,-11.64483260875
-5.954392237371989e-20,-11.6443443275
-5.894836831715375e-20,-11.64385604625
-5.829624931896427e-20,-11.643367765
-5.758818715986553e-20,-11.64287948375
-5.682485734547979e-20,-11.6423912025
-5.600698846521877e-20,-11.64190292125
-5.513536150013893e-20,-11.64141464
-5.42108090804238e-20,-11.64092635875
-5.3234214693198005e-20,-11.6404380775
-5.22065118414218e-20,-11.63994979625
-5.11286831546647e-20,-11.639461515
-5.000175945260201e-20,-11.63897323375
-4.882681876212391e-20,-11.6384849525
-4.760498528899227e-20,-11.63799667125
-4.6337428345020284e-20,-11.63750839
-4.502536123179995e-20,-11.63702010875
-4.3670040082038263e-20,-11.6365318275
-4.227276265960522e-20,-11.63604354625
-4.0834867119438814e-20,-11.635555265
-3.9357730728488706e-20,-11.63506698375
-3.7842768548919124e-20,-11.6345787025
-3.629143208482837e-20,-11.63409042125
-3.470520789377365e-20,-11.63360214
-3.3085616164432196e-20,-11.63311385875
-3.143420926175264e-20,-11.6326255775
-2.975257024099026e-20,-11.63213729625
-2.804231133204604e-20,-11.631649015
-2.6305072395556113e-20,-11.63116073375
-2.4542519352212252e-20,-11.6306724525
-2.2756342586813737e-20,-11.63018417125
-2.0948255328579003e-20,-11.62969589
-1.9119992009266148e-20,-11.62920760875
-1.727330660067545e-20,-11.6287193275
-1.540997093312827e-20,-11.62823104625
-1.3531772996527692e-20,-11.627742765
-1.1640515225634545e-20,-11.62725448375
-9.7380127711998e-21,-11.6267662025
-7.82609175860921e-21,-11.62627792125
-5.90658753571501e-21,-11.62578964
-3.981342911528464e-21,-11.62530135875
-2.0522063874677125e-21,-11.6248130775
-1.2103038285886798e-22,-11.62432479625
1.8103305436125202e-21,-11.623836515
3.740021474783641e-21,-11.62334823375
5.666188916529963e-21,-11.6228599525
7.586982578193202e-21,-11.62237167125
9.500557150220034e-21,-11.62188339
1.1405074077296687e-20,-11.62139510875
1.3298703325281713e-20,-11.6209068275
1.517962514023233e-20,-11.62041854625
1.7046031797836776e-20,-11.619930265
1.8896129341570676e-20,-11.61944198375
2.072813930790137e-20,-11.6189537025
2.2540300436887543e-20,-11.61846542125
2.433087036651736e-20,-11.61797714
2.6098127309166327e-20,-11.61748885875
2.784037170855052e-20,-11.6170005775
2.955592787558535e-20,-11.61651229625
3.124314560157201e-20,-11.616024015
3.29004017471568e-20,-11.61553573375
3.452610180553298e-20,-11.6150474525
3.611868143837771e-20,-11.61455917125
3.7676607983041405e-20,-11.61407089
3.919838192953873e-20,-11.61358260875
4.06825383659125e-20,-11.6130943275
4.2127648390578674e-20,-11.61260604625
4.353232049028557e-20,-11.612117765
4.489520188235833e-20,-11.61162948375
4.621497981993205e-20,-11.6111412025
4.7490382858910555e-20,-11.61065292125
4.872018208542623e-20,-11.61016464
4.990319230261351e-20,-11.60967635875
5.1038273175547966e-20,-11.6091880775
5.2124330333241103e-20,-11.60869979625
5.316031642662568e-20,-11.608211515
5.414523214150193e-20,-11.60772323375
5.507812716546724e-20,-11.6072349525
5.595810110788681e-20,-11.60674667125
5.678430437201459e-20,-11.60625839
5.755593897841427e-20,-11.60577010875
5.827225933888193e-20,-11.6052818275
5.89325729801148e-20,-11.60479354625
5.953624121642212e-20,-11.604305265
6.00826797708195e-20,-11.60381698375
6.057135934390228e-20,-11.6033287025
6.100180612993856e-20,-11.60284042125
6.137360227967695e-20,-11.60235214
6.1686386309413e-20,-11.60186385875
6.193985345591109e-20,-11.6013755775
6.213375597682974e-20,-11.60088729625
6.226790339635114e-20,-11.600399015
6.234216269576841e-20,-11.59991073375
6.23564584488363e-20,-11.5994224525
6.231077290174487e-20,-11.59893417125
6.220514599762873e-20,-11.59844589
6.203967534557736e-20,-11.59795760875
6.181451613416615e-20,-11.5974693275
