strain,time (s)
-2.2981018082745784e-20,0.0116119384765625
-1.14394465868327e-20,0.0121002197265625
-3.579358655342675e-20,0.0125885009765625
-3.896453979270604e-20,0.0130767822265625
-1.6888082148985534e-20,0.013564825057983398
-3.750738970951624e-20,0.0140533447265625
3.721117192794231e-20,0.014541387557983398
-3.386544080729635e-20,0.0150299072265625
-6.46617911106507e-20,0.0155181884765625
2.506749618727761e-20,0.0160064697265625
6.479924406570585e-21,0.0164945125579834
-2.832846776936979e-20,0.0169830322265625
3.5500118579859583e-20,0.0174715518951416
1.3361488601483039e-20,0.0179593563079834
1.5916589647328272e-20,0.0184476375579834
5.947337356075655e-20,0.0189361572265625
8.929406346494376e-21,0.0194244384765625
3.399474823708648e-20,0.0199124813079834
1.1466281152561487e-19,0.0204010009765625
-1.576897238924491e-19,0.0208895206451416
6.012452090920895e-20,0.0213773250579834
2.8479764914628495e-20,0.0218656063079834
1.3157106475578175e-20,0.0223538875579834
-5.0391552587513144e-20,0.0228424072265625
8.284989499692856e-20,0.0233304500579834
9.535035388249603e-20,0.0238189697265625
-2.4234247165808182e-20,0.0243072509765625
-4.676937445215903e-20,0.0247955322265625
1.3599552973470354e-20,0.0252835750579834
9.64194941279849e-20,0.0257718563079834
3.38765573099464e-20,0.0262603759765625
-1.0280322490796798e-19,0.0267484188079834
-1.060023242331728e-20,0.0272369384765625
3.0542795000863874e-21,0.0277252197265625
4.259218777280827e-20,0.0282135009765625
-2.0470277304505256e-20,0.0287017822265625
8.993705356631258e-20,0.0291898250579834
4.200758706819324e-20,0.0296781063079834
-6.102653943134066e-20,0.0301663875579834
-3.025561862505617e-20,0.0306549072265625
-7.741777688459672e-21,0.0311431884765625
-4.8790501999664565e-21,0.0316314697265625
-6.346004392736453e-20,0.0321197509765625
6.131119712556609e-20,0.0326080322265625
-4.15220920917443e-20,0.0330960750579834
-2.5303513866754772e-20,0.0335843563079834
3.6227000013363454e-20,0.0340728759765625
3.82958802749175e-21,0.0345609188079834
9.091581909509556e-20,0.0350494384765625
9.856295584138171e-20,0.0355377197265625
2.4223366216251622e-20,0.0360260009765625
5.718573370670775e-20,0.0365142822265625
-6.411133326912704e-20,0.0370023250579834
-1.0289878047873205e-19,0.0374906063079834
-2.7617574941501956e-20,0.0379788875579834
6.664631634703277e-20,0.0384674072265625
9.434674154302998e-20,0.0389556884765625
-1.3371464387700322e-20,0.0394439697265625
4.387127217187323e-20,0.0399322509765625
2.819529487178795e-20,0.0404205322265625
-1.398468870638386e-20,0.0409085750579834
-7.350443138912949e-20,0.0413968563079834
-8.016135911253626e-20,0.0418853759765625
-7.356766168441384e-20,0.0423734188079834
-7.004091544103741e-22,0.0428619384765625
-6.433015322202059e-20,0.0433502197265625
5.171580781246588e-20,0.0438385009765625
1.668595395072314e-21,0.0443267822265625
3.2201998112349944e-20,0.0448148250579834
-5.488739692980293e-20,0.0453033447265625
2.464032240135969e-20,0.0457913875579834
-5.0313983433698214e-20,0.0462799072265625
-8.111715874748032e-20,0.0467681884765625
-3.040682363812045e-20,0.0472564697265625
4.08415659235413e-20,0.0477445125579834
5.685491283383077e-20,0.0482330322265625
3.490659107717289e-20,0.0487215518951416
-9.513502842664493e-20,0.0492093563079834
2.9414204803185756e-20,0.0496976375579834
